id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
39422329,"Bleu Chic - Easy access to NYC, EWR & Newark Penn",108374913,Perry,,West,40.73856,-74.21735,Entire home/apt,150,1,117,2022-09-22,3.27,2,270,33,
654189021128024082,COCO CHANEL GETAWAY,429107274,Lux By Us,,West,40.76014,-74.20716,Entire home/apt,83,1,9,2022-09-24,2.81,2,344,9,
53485208,Comfy Studio Apt. Near Downtown Newark!,419402023,Deyshawn,,West,40.76124,-74.20209,Entire home/apt,116,1,6,2022-08-19,0.59,2,210,6,
560261233458217010,Lovely 1-Bedroom rental unit with free parking,438981094,John,,South,40.7314,-74.2227,Entire home/apt,89,2,9,2022-09-04,1.19,2,241,9,
653803742549008649,Cute hideout one bedroom in the heart of Ampere,168551348,Hashim,,North,40.76547,-74.19711,Entire home/apt,84,1,5,2022-08-17,2.38,1,353,5,
37161503,"Charming private apt close to city, hosp & more",279617933,Jessie,,North,40.77542,-74.19216,Entire home/apt,88,2,115,2022-09-20,3.04,1,292,57,
51304034,Best NYC Studio-EWR Airport+Free Parking,1315486,Roy,,South,40.69728,-74.21954,Entire home/apt,75,1,0,,,16,340,0,
619262811380622074,Luxurious 1 bd rm apartment located in Belleville,434177828,Nakia,,North,40.77518,-74.18649,Entire home/apt,128,2,3,2022-07-03,0.92,1,166,3,
713145444237494860,Private Guesthouse close to the Airport & NYC,309096901,Gavin,,West,40.72141,-74.24091,Entire home/apt,136,2,0,,,1,355,0,
52128875,"Inviting 1st Floor Newly Renovated, Clean 3br Apt",353318885,Management,,West,40.73031,-74.22468,Entire home/apt,150,3,14,2022-09-14,1.48,3,195,14,
586156009251947150,The Parkway-with king bed & private bathroom,451269780,Randy,,West,40.762184,-74.207405,Private room,79,1,7,2022-09-09,1.12,1,342,7,
575439845240252646,Quaint & Cozy 2br apartment,353318885,Management,,West,40.73265,-74.22504,Entire home/apt,145,3,5,2022-09-11,1.39,3,205,5,
695699041022687918,Lovely 1bedroom unit with on/off street parking,216594047,Oluwaseun,,West,40.7367428,-74.2124527,Private room,57,1,2,2022-09-18,2,4,357,2,
40071956,33 2FX Mini Studio Apt Near New York City and EWR,24815236,Mario,,South,40.7303,-74.21621,Entire home/apt,55,7,7,2022-07-15,0.24,53,365,3,
685348925297982878,The Parkway 3,400941776,Greta,,West,40.7621864,-74.2074083,Private room,60,1,3,2022-09-09,1.88,5,341,3,
52105058,Luxury Loft Getaway With  Outdoor Features,389150729,Bentley,,West,40.75948,-74.22714,Entire home/apt,300,1,1,2021-10-10,0.08,1,364,1,
568947433284775610,Mitch Cabin,446559510,Euclin,,West,40.75274,-74.21836,Entire home/apt,375,1,2,2022-05-01,0.34,1,364,2,
685335357488374030,The Parkway 4,400941776,Greta,,West,40.7621864,-74.2074083,Private room,68,1,2,2022-08-22,1.3,5,342,2,
53788176,Modern luxurious home away from home,123268736,Ara Maria,,West,40.75856,-74.23089,Entire home/apt,262,3,0,,,3,364,0,
673005665022669314,"The Parkway 5
1 bedroom w/shared common areas",400941776,Greta,,West,40.76122647,-74.20695819,Private room,72,1,1,2022-08-11,0.61,5,341,1,
43518664,Colbyco Metro - NJ/NYC,33986390,Emin,,South,40.68299,-74.22309,Entire home/apt,294,3,20,2022-07-09,0.83,1,342,6,
46507202,⭐️Best XL Home To Visit NYC+Hot Tub+Parking,1315486,Roy,,South,40.69746,-74.22358,Entire home/apt,1099,1,27,2021-09-06,1.32,16,317,0,
32660804,Be Our Guests,8539015,Xaviea,,West,40.75873,-74.24387,Entire home/apt,250,5,4,2021-08-31,0.1,1,174,0,
626191853056504431,🗽Convenient 2bed 2bath 2Kit Great for LongStays,276389083,Mabel,,North,40.76402,-74.14504,Entire home/apt,218,2,1,2022-08-02,0.52,8,284,1,
47010576,"Clean, Comfortable and Close to NYC, 1150sq ft, #1",380038001,Leslie,,South,40.70424,-74.21909,Entire home/apt,195,3,5,2022-07-19,0.38,3,342,4,
52494375,Studio 942,170122889,Nia,,West,40.72899,-74.23917,Entire home/apt,110,1,3,2022-08-22,0.27,1,89,3,
613077348906785583,15 mins from Newark Airport and 30 mins from NYC,314561193,Francinaty,,West,40.76198,-74.20931,Private room,47,4,1,2022-06-08,0.27,1,43,1,
651298508956480805,Nice place to stay in great vacation home,461970352,Curtis,,East,40.68775,-74.1097,Private room,400,1,0,,,1,268,0,
44954352,Cozy Private  Home -Quiet Street- Near Airport,11731574,Tye,,West,40.73038,-74.23728,Entire home/apt,135,1,62,2022-09-18,2.49,1,171,18,
675173429871024421,2nd Floor Master Bedroom Ensuite with Free Parking,263869367,William,,East,40.68928453,-74.10783011,Private room,81,1,11,2022-09-25,6.11,3,281,11,
45882497,Single room with smart features,11556625,Chantal,,West,40.76195,-74.20684,Private room,50,30,0,,,1,270,0,
43327336,🌇Cozy North Jersey Attic Near NY🗽+Free Parking🅿️,276389083,Mabel,,North,40.75778,-74.14745,Entire home/apt,96,2,109,2022-09-23,3.74,8,87,47,
52188331,💎Adorable Studio🏡+Kitchen Perfect for long stays🗽,276389083,Mabel,,North,40.76494,-74.14328,Entire home/apt,101,2,31,2022-09-24,2.46,8,78,29,
628302829122862596,"Spectacular Large Bedroom East Orange, NJ",2323053,Alicia,,West,40.758095,-74.211708,Private room,75,3,1,2022-07-12,0.38,1,339,1,
11580921,strategic Urban spaces,61226174,Strategic,,West,40.7652,-74.20406,Private room,95,1,0,,,1,365,0,
724173608696226677,Manhattan here I come! Beautiful home 3 BD/2BA,126499316,Paulo,,North,40.7665475,-74.1486429,Entire home/apt,143,2,0,,,1,364,0,
52930509,1st. Small Private Room with Shared Bathroom,376903396,Joel,,North,40.77427292,-74.20738983,Private room,30,3,23,2022-09-24,2.25,4,326,23,
46800347,2nd. Small Private Room with Shared Bathroom,376903396,Joel,,North,40.77427292,-74.20738983,Private room,30,3,35,2022-09-10,1.66,4,153,20,
581480523231526962,3rd. Small Private Room with shared bathroom,376903396,Joel,,North,40.7742691,-74.2073822,Private room,30,3,10,2022-09-03,1.52,4,338,10,
50854952,"Cozy , private bedroom .2",63151129,Mohammed,,West,40.73834,-74.21243,Private room,55,1,30,2022-09-09,2.04,5,361,18,
48693484,"New Luxury 2Bd/2Ba Stay FREE PARKING, WiFi, TV",196576451,Linda,,East,40.74655,-74.14965,Entire home/apt,149,4,41,2022-09-18,2.32,1,72,28,
52193166,Clean and spacious home,36459919,Ben,,North,40.75527,-74.14572,Entire home/apt,119,2,13,2022-08-19,1.13,1,93,13,
710918891447053472,Welcoming bed breakfast and patio!,168778946,Nicole Marie,,East,40.71075,-74.09541,Shared room,97,3,0,,,1,364,0,
19265068,Entire house in convenient town by Metlife & NYC,6470768,Aline,,North,40.77205,-74.14033,Entire home/apt,214,2,31,2022-07-30,0.48,1,253,11,
43893341,James - A Chic Two Bedroom Apt  40 mins from NYC,19786530,Stan,,North,40.76825,-74.14826,Entire home/apt,196,14,26,2022-07-30,1.2,1,211,11,
686218078080178422,Apartment near Airport (AnA)  We are 9 mins away!,25202449,Arell,,South,40.7044,-74.22183,Entire home/apt,143,2,2,2022-09-05,1.33,1,271,2,
52579192,"Cozy, Safe, and Private Perfect.",277739981,Vanessa,,North,40.75914,-74.14815,Entire home/apt,129,1,2,2022-07-14,0.19,1,64,2,
21199808,33 2B Entire 2 BR Apartment near NYC and EWR,24815236,Mario,,South,40.73097,-74.21686,Entire home/apt,90,7,33,2022-09-06,0.55,53,290,3,
666878938508028288,Acogedor departamento en New Jersey a 30 mi de NY,48518736,Fabian,,South,40.7240669,-74.2251547,Entire home/apt,160,5,2,2022-08-15,1.13,1,348,2,
21884091,248 1A - Entire 3 BR Apartment Near  NYC and EWR,24815236,Mario,,South,40.73194,-74.21672,Entire home/apt,100,7,36,2022-07-22,0.62,53,347,10,
610722550945079183,Modern 2 bed 2 bath apartment with river view,145358060,Alexander,,East,40.74779,-74.15036,Entire home/apt,185,2,1,2022-06-26,0.32,1,361,1,
687032100320021900,3rd Floor Master Bedroom Ensuite with Free Parking,263869367,William,,East,40.68839,-74.10683,Private room,81,1,2,2022-08-18,1.33,3,330,2,
619383201936372709,⭐️One Bus Stop to NYC🗽,1315486,Roy,,South,40.69826,-74.21956,Entire home/apt,189,2,2,2022-05-22,0.42,16,340,2,
53241714,Modern 2-bedroom apartment close to major highways,422485155,Keion,,West,40.7359,-74.2192,Entire home/apt,195,1,41,2022-08-29,3.86,2,362,41,
7692144,Lovely Private Home near NYC,40300747,Maria,,South,40.70322,-74.22218,Entire home/apt,200,2,83,2022-09-17,0.97,3,330,17,
565209531642028807,Lovely 1 bedroom 2 bathroom Family home,241728603,Chantelle,,South,40.73061,-74.21529,Entire home/apt,110,1,6,2022-09-05,1.55,1,364,6,
20283252,92 NJ/NY grant place 2,144658194,Jorge,,Central,40.75198,-74.161,Private room,60,1,15,2020-01-01,0.24,2,0,0,
27111971,Large Studio Apt  close to Newark Airport and NYC,107950422,Tansey,,North,40.76287,-74.15146,Entire home/apt,75,2,16,2020-02-17,0.4,1,0,0,
29455307,007 Hawaii Near NYC | EWR | Gardens Outlet Mall,117830460,Geronides,,South,40.68095,-74.21199,Private room,47,1,142,2022-07-02,2.97,6,0,36,
21885575,25 to NYC! 🌟,158765025,Kadeem,,West,40.73866,-74.25103,Private room,49,2,142,2022-09-01,2.41,3,0,14,
40531478,Cozy corner,313784575,Michael,,East,40.69674,-74.09646,Entire home/apt,90,3,3,2019-12-29,0.09,2,78,0,
40852917,The 5 star corner,313784575,Michael,,East,40.69912,-74.09818,Entire home/apt,85,3,0,,,2,180,0,
44074637,"2BR Best of South Orange, Newark & NYC in Minutes",353453114,Zee,,West,40.74771,-74.23646,Entire home/apt,185,2,28,2022-09-05,1.17,4,0,9,
47977955,Close to the shopping area and transportation.,386768110,Ayman,,East,40.6613,-74.12171,Entire home/apt,90,3,1,2021-03-11,0.05,1,0,0,
49444562,Large Family Friendly Victorian - 30 min to NYC,36852238,Marieke,,West,40.74068,-74.25096,Entire home/apt,350,3,1,2021-08-01,0.07,1,0,0,
51985855,Private BR Loft w/ Private Bath In Artists' Suite,24618930,Francois,,West,40.75726,-74.23127,Private room,50,1,0,,,1,0,0,
52012115,♥️Lovely 1 BR Apt w/ Kitchen in North Jersey,276389083,Mabel,,North,40.76513,-74.14447,Entire home/apt,121,2,22,2022-09-19,1.76,8,0,20,
52297999,Clean and quiet comfortable spacious stays in NJ,248513247,Jay,,West,40.75828,-74.1992,Entire home/apt,300,4,5,2022-08-15,0.82,2,0,5,
699824410800671439,"Lovely  Rooms for rent, very close to NYC.",5942819,Luiz,,North,40.75456712,-74.14902518,Private room,40,60,0,,,4,28,0,
62033,LARGE BEDROOM IN HISTORIC DISTRICT,301435,Fred,,North,40.77146,-74.17054,Private room,72,2,73,2022-04-30,0.52,1,342,3,
1975091,"Hello World, Welcome to Newark!!!!",9169027,Kimberly B,,West,40.74462,-74.19848,Private room,50,10,81,2022-07-23,0.79,5,344,2,
2159185,Hello World!  Zen room. New photos coming soon.,9169027,Kimberly B,,West,40.74478,-74.19575,Private room,45,10,95,2022-05-27,0.92,5,357,5,
2277901,Luxury Muwuyu Queen enSuite @MushaindoroHS,11308972,Tendai,,West,40.73473,-74.24575,Private room,65,4,52,2022-06-17,0.52,4,134,5,
2278440,Luxury Musasa Queen Suite @ MushaindoroHS,11308972,Tendai,,West,40.73471,-74.24787,Private room,55,3,44,2022-08-16,0.42,4,320,6,
2279324,Savanna 1BR Private Apartment @MushaindoroHS,11308972,Tendai,,West,40.73409,-74.24743,Entire home/apt,100,5,60,2022-08-27,0.59,4,357,8,
2695185,Hello World!!  au suite,9169027,Kimberly B,,West,40.74481,-74.19753,Private room,65,10,106,2022-08-20,1.09,5,348,13,
2927685,Hello World!!! Single?  or twins?,9169027,Kimberly B,,West,40.74529,-74.19626,Private room,48,10,100,2022-08-08,1.02,5,346,10,
3319300,Studio Apartment near NYC & EWR,2034171,David,,North,40.78181,-74.17336,Entire home/apt,72,2,130,2022-09-25,1.29,1,42,22,
4007546,Modern Ironbound Penthouse,2734824,Lei,,East,40.72979,-74.15774,Private room,56,2,48,2022-09-07,0.49,1,133,4,
4015993,Forest Hill Colonial,20822869,Tom,,North,40.76831,-74.17289,Private room,82,1,38,2022-09-13,0.39,1,234,5,
4408881,Victorian Home Large Apt by NYC,21778520,Arkady,,North,40.78038,-74.17197,Entire home/apt,69,5,160,2022-09-26,1.69,1,277,18,
5459428,Hello World Private Room!!!,9169027,Kimberly B,,West,40.74622,-74.19636,Private room,40,6,69,2022-06-25,0.75,5,106,4,
6134188,Beautiful Colonial near NYC!,26222479,Kimi,,North,40.76476,-74.17284,Entire home/apt,350,2,53,2018-01-01,0.59,1,3,0,
7052837,Cozy Dwelling 10 mins from NYC,33983071,Ola,,West,40.73676,-74.21169,Entire home/apt,75,20,14,2016-04-03,0.16,8,348,0,
7384022,Modern suite with Manhattan view,36061949,John,,Central,40.75011,-74.17937,Private room,100,5,65,2021-05-01,0.96,1,0,0,
7612811,Seagull's Nest,39925277,David,,West,40.7361,-74.24004,Private room,350,5,22,2019-10-13,0.26,1,365,0,
8106551,Entire cozy studio apartment.,37522191,Arica,,East,40.72976,-74.14615,Private room,121,1,37,2020-02-21,0.71,1,365,0,
8116202,"Comfort for long stays, close to Pru, EWR, & NYC",23630245,Bart,,East,40.7315,-74.16316,Entire home/apt,69,28,111,2022-02-12,1.51,1,45,2,
8404849,Serene Hidden Gem>>AIRPT 8min~DWTN 12min~NYC 25min,23767297,Sandy & Tone,,South,40.70583,-74.21156,Entire home/apt,125,2,41,2022-07-04,3.76,1,37,41,
8628016,Cozy and private. Near New York/Newark Airport.,45377447,Katiuscia & Andre,,East,40.72698,-74.15378,Private room,120,2,9,2017-09-01,0.12,1,363,0,
8713883,Downtown Newark Room Private Entrance,43545556,Leslie,,East,40.73232,-74.165,Private room,80,2,10,2022-09-22,0.12,1,358,1,
8906383,"Quiet and private room ,15 min from Newark Airport",20241104,Marlene,,East,40.73321,-74.14139,Private room,59,1,116,2019-12-07,1.4,2,326,0,
9357365,44  3BR  Nice Apt  Near NYC  Rutgers Seton NJIT,24815236,Mario,,West,40.7442,-74.21874,Entire home/apt,94,7,4,2022-09-24,0.98,53,309,4,
9449534,City Cove: Access to Airport & NYC,48966617,Martin,,South,40.70534,-74.20737,Entire home/apt,75,10,16,2022-06-25,0.19,1,163,2,
9733571,153 1A Apartmento cerca de NYC y Aeropuerto EWRe,24815236,Mario,,West,40.74075,-74.22714,Entire home/apt,55,7,35,2022-07-24,0.53,53,363,6,
9877329,Cozy 3 bedroom w/ on street parking,50206123,Dejean,,South,40.7161,-74.19117,Private room,78,1,0,,,1,0,0,
10218263,Living room private at night for sleeping!,20241104,Marlene,,East,40.73223,-74.14173,Private room,41,1,105,2022-09-27,1.35,2,84,48,
11371204,Best Room To Visit NYC✈️Newark Airport-Walk➤Subway,1315486,Roy,,East,40.73266,-74.16427,Private room,75,1,394,2022-09-18,4.93,16,344,38,
11371231,Best Room To Visit NYC✈️Newark Airport-Walk➤Subway,1315486,Roy,,East,40.73177,-74.16243,Private room,75,1,326,2022-09-23,4.08,16,334,36,
11420487,Best Room To Visit NYC✈️Newark Airport-Walk➤Subway,1315486,Roy,,East,40.73267,-74.16271,Private room,75,1,266,2022-09-22,3.33,16,337,29,
11450219,153 1B-M - Entire 2BR apartment  near NYC and EWR,24815236,Mario,,West,40.74081,-74.22709,Entire home/apt,2080,7,17,2022-01-05,0.26,53,349,3,
11460244,Best Room To Visit NYC✈️Newark Airport-Walk➤Subway,1315486,Roy,,East,40.73214,-74.16247,Private room,75,1,245,2022-09-21,3.07,16,342,23,
11461591,Best Room To Visit NYC✈️Newark Airport-Walk➤Subway,1315486,Roy,,East,40.73108,-74.16398,Private room,75,1,312,2022-09-23,3.9,16,351,34,
11836933,"Private bdrm close to NYC, EWR, NJPAC, PATH",37345383,Jermaine,,South,40.72073,-74.18973,Private room,59,5,5,2017-07-24,0.07,11,352,0,
12208248,"2 spaceous bdrms - in shared house near EWR,TRAIN",37345383,Jermaine,,Central,40.72685,-74.1887,Private room,59,5,17,2022-07-10,0.22,11,352,2,
12404020,"Great room, close to NYC",33983071,Ola,,West,40.73565,-74.2113,Private room,28,20,38,2022-08-03,0.49,8,265,5,
12404262,"Short trip to NYC, Great room for you!",33983071,Ola,,West,40.73563,-74.21193,Private room,27,27,38,2022-08-24,0.49,8,331,7,
13394540,The King's Daughter,60852815,Valerie,,South,40.70742,-74.21619,Private room,52,1,5,2017-05-19,0.07,1,89,0,
13688455,Chateau Louis Of Newark - Non sharing Master Suite,70526911,Chateau,,Central,40.73186,-74.19589,Entire home/apt,67,1,284,2022-09-11,3.75,2,356,35,
13727916,"Lovely Private Bdrm Near NYC, EWR, PRU, RU, NJIT!",37345383,Jermaine,,Central,40.73265,-74.18775,Private room,61,3,2,2022-06-28,0.03,11,352,1,
13740183,"Sparkling studio w/PARKING mins to EWR, NYC",79153497,Natalie,,North,40.76843,-74.17083,Entire home/apt,98,7,28,2021-10-26,0.38,9,0,3,
14090491,1BR located in Newark Min. to NJPAC/Prudential Ctr,84758841,Kimberly,,South,40.71553,-74.1905,Private room,77,1,326,2022-08-23,4.33,1,267,19,
14766478,Newark NJ Apt. approx 35 min away from NYC,26250193,Gustavo A.,,North,40.76004,-74.17995,Entire home/apt,120,5,12,2022-09-18,1.19,3,161,12,
14935698,Your place to visit#C Newark near Hospital,73860334,Anna,,West,40.73888,-74.19549,Private room,55,1,194,2022-09-05,2.63,12,0,14,
15972117,Spacious 3 Br 2 BTH close to many attractions,98835488,Sophya,,East,40.72086,-74.17753,Entire home/apt,168,1,82,2022-09-12,4.48,1,149,49,
16142979,Quaint Home Newly Renovated Artistic Apt near NYC,1815182,Vlada,,North,40.7802,-74.16873,Entire home/apt,59,5,67,2022-09-24,0.99,1,309,9,
16171287,153 3A - Entire 1 BR Apartment Near  NYC and EWR,24815236,Mario,,West,40.74081,-74.22709,Entire home/apt,70,7,38,2022-09-10,0.61,53,353,5,
16373790,"Ideal for families, easy NYC train-5.5 bdrms/3 bth",17270,Rocio,,Central,40.75134,-74.16936,Entire home/apt,232,4,153,2022-09-06,2.2,1,140,26,
16689989,Entire rental unit Bright 1 bedroom apartment,110510104,Birdy,,West,40.7437,-74.21845,Entire home/apt,250,2,3,2022-06-30,0.66,1,351,3,
16878443,"Clean , comfortable room",112512558,John,,South,40.72373,-74.20872,Private room,37,1,50,2022-09-16,0.74,3,1,2,
16916270,Comfortable 1 BR Condo - Easy Access to NYC,11210935,Ted,,Central,40.73814,-74.18362,Entire home/apt,66,2,196,2022-09-11,2.92,1,159,34,
16998232,Contractor Hub w Office and tool storage rental,113887164,Heba,,North,40.77579,-74.18057,Entire home/apt,126,2,37,2022-09-04,0.78,1,172,16,
17210619,173 2B2 Private Room near NYC and EWR airport,24815236,Mario,,West,40.74573,-74.19733,Private room,40,7,34,2022-09-07,0.54,53,362,12,
17242810,173 2B1 Private room near NYC and EWR airport,24815236,Mario,,West,40.74573,-74.19733,Private room,40,7,40,2022-08-13,0.6,53,360,8,
17243137,173 2B3 Private room near NYC and EWR airport,24815236,Mario,,West,40.74573,-74.19733,Private room,40,7,22,2022-08-31,0.33,53,351,7,
17253812,Spacious Rm. w/en suite close to EWR & Cruise Port,116284956,Louis,,South,40.7025,-74.21026,Private room,85,1,189,2022-09-25,2.86,2,173,43,
17545586,Cozy studio in Newark near Manhattan NYC,101410996,Walter & Ismalia,,South,40.71689,-74.19382,Entire home/apt,88,2,236,2022-09-27,3.52,1,357,28,
18025679,LUXURIOUS APARTMENT 20 MIN MANHATTAN,1568682,Sani,,East,40.72372,-74.17811,Entire home/apt,220,2,259,2022-08-28,4.06,1,338,30,
18483457,153 1B1M Private room near NYC or EWR,24815236,Mario,,West,40.74081,-74.22709,Private room,1045,7,11,2022-09-14,0.17,53,363,5,
18483839,153 1B2M Private room near NYC or EWR,24815236,Mario,,West,40.74081,-74.22709,Private room,45,7,7,2022-09-14,0.11,53,348,5,
18502362,"3 bdrm, 2.5 bath house near EWR,PATH, NYC!",37345383,Jermaine,,Central,40.72664,-74.18902,Entire home/apt,186,4,21,2022-09-06,0.32,11,352,1,
18775230,173 2A  Mini-Studio Apt near NYC and Airport EWR,24815236,Mario,,West,40.74573,-74.19733,Entire home/apt,1055,7,28,2022-04-30,0.43,53,353,6,
18775342,173 1A  Mini-Studio Apt near NYC and Airport EWR,24815236,Mario,,West,40.74573,-74.19733,Entire home/apt,56,7,48,2022-09-15,0.74,53,365,3,
18794138,Cute and super central!,92038772,Maria,,East,40.7248,-74.16387,Entire home/apt,57,1,65,2022-09-26,1.03,1,0,21,
19139179,173 2C Entire 1 BR Apt  near NYC &  EWR Airport,24815236,Mario,,West,40.74573,-74.19733,Entire home/apt,66,7,52,2022-09-08,0.81,53,362,9,
19206102,Style & Comfort,6778177,Raymond,,Central,40.74482,-74.17315,Entire home/apt,85,3,85,2022-09-25,1.33,5,321,19,
19308963,private room at $60 the night (left),134753175,Yesenia,,North,40.77827,-74.17023,Private room,55,2,85,2022-06-16,1.35,1,362,7,
19552282,Mojoy Homesuite at Runyon- 5mins from Nwk Airport,137199899,Mojoy,,South,40.71728,-74.2047,Private room,75,1,14,2022-06-05,0.26,1,322,1,
20267653,Your place to visit NYC#6 EWR airport3.2,73860334,Anna,,Central,40.73746,-74.19684,Private room,56,1,135,2022-09-06,2.16,12,51,28,
20482479,Spacious 2 bedroom apartment,146221634,Maria Silvana,,East,40.7299,-74.16706,Entire home/apt,195,5,3,2022-07-25,0.06,6,71,1,
20843605,*EWR* COMFY BED FOR LONG LAYOVER EASY BUS TO NY,133717720,Alexandra & Luis,,South,40.71042,-74.19921,Private room,66,1,318,2022-09-07,5.21,6,352,101,
20941989,The Sunny Venture!,115346637,Benson,,East,40.73266,-74.14088,Private room,36,1,17,2019-12-08,0.29,1,0,0,
20942016,Blue Room,6778177,Raymond,,Central,40.74506,-74.17348,Private room,60,3,23,2022-02-03,0.38,5,270,4,
20942732,"*EWR* PERFECT LAYOVER, work sleep and shower.",133717720,Alexandra & Luis,,South,40.71071,-74.20048,Private room,60,1,462,2022-09-12,7.56,6,341,79,
21226401,"30 minutes to NYC, 8 minutes to Newark airport",103685025,Edy,,East,40.72483,-74.15955,Private room,55,30,4,2022-07-02,0.07,2,58,1,
21290199,Next to EWR and NYC! (3 or more people ONLY!!) #4,120596934,Patrick,,South,40.71032,-74.19965,Private room,40,1,56,2022-09-13,0.93,5,331,14,
21324930,Nice and cozy room  with private entrance,13676418,Marcondes,,East,40.72429,-74.14783,Private room,58,2,43,2019-09-13,0.72,1,270,0,
21325520,"30 minutes to NYC, 8 minutes to Newark airport 1",103685025,Edy,,East,40.72511,-74.15984,Private room,65,7,4,2018-05-18,0.07,2,57,0,
21392612,Private Apt & Backyard NYC & EWR Nearby,67441548,Jamel,,South,40.71937,-74.21862,Entire home/apt,109,1,305,2022-09-18,5.09,1,70,52,
21485170,Pad in Up and Coming Neighborhood Outside of NYC,155967717,Ray,,East,40.7221,-74.15075,Entire home/apt,65,5,59,2022-09-19,0.99,3,3,7,
21491940,A Large bedroom with Personal Bathroom for You!,131697437,Reginald,,Central,40.73566,-74.18666,Private room,200,1,12,2018-05-16,0.2,1,0,0,
21560879,Freshly renovated Close to NYC - for 3 - 4 people,156781470,Mark,,Central,40.75662,-74.17018,Private room,32,2,70,2020-11-02,1.19,5,78,0,
21623947,FRESHLY RENOVATED ROOM Close to NYC-up to 4 people,156781470,Mark,,Central,40.75762,-74.17179,Private room,33,2,85,2020-11-30,1.45,5,76,0,
21648413,Freshly Renovated Room Close to NYC & EWR,156781470,Mark,,Central,40.75736,-74.17089,Private room,35,2,46,2020-11-22,0.79,5,78,0,
21648639,96 Rm 32 Very close to EWR & NYC,156781470,Mark,,Central,40.75582,-74.17041,Private room,35,2,6,2020-12-01,0.26,5,243,0,
21738340,Freshly Renovated  Room Close to NY-up to 4 people,156781470,Mark,,Central,40.75774,-74.17228,Private room,38,2,56,2020-11-26,0.95,5,76,0,
21848984,Luxe 3BR2BA Apt near Path Train/NYC/EWR w parking,148995953,Carolyn,,Central,40.727703,-74.17466,Entire home/apt,150,28,115,2022-05-28,1.97,3,302,2,
21855831,Esoteric High Rise Studio,106730932,Wendell,,Central,40.74999,-74.17287,Entire home/apt,90,3,26,2022-09-05,0.45,1,56,1,
21925500,173 2B Entire 3 BR apartment near  NYC & EWR,24815236,Mario,,West,40.74573,-74.19733,Entire home/apt,1080,7,7,2018-12-28,0.12,53,352,0,
22001746,Chateau's Non-sharing Exclusive Suites,70526911,Chateau,,Central,40.73235,-74.19452,Entire home/apt,75,1,327,2022-09-25,5.57,2,350,36,
22088588,"ENTIRE HOME, Near Airport, Near NYC",161338168,Zenolia,,East,40.72417,-74.16636,Entire home/apt,78,1,34,2018-11-25,0.61,1,1,0,
22125346,Colonial Home Next to EWR and NYC! Best Deal #2,120596934,Patrick,,South,40.70966,-74.20001,Private room,40,1,40,2022-09-04,0.69,5,158,11,
22125784,Colonial Home Next to EWR and NYC! Best Deal #3,120596934,Patrick,,South,40.70936,-74.20125,Private room,40,1,56,2022-09-14,0.96,5,347,15,
22148204,Colonial Home Next to EWR and NYC! Best Deal #1,120596934,Patrick,,South,40.70896,-74.19959,Private room,40,1,53,2022-08-20,0.91,5,35,15,
22516854,Lovely 2 bedroom Private Apartment,146221634,Maria Silvana,,East,40.72889,-74.16775,Entire home/apt,195,5,11,2022-09-05,0.59,6,363,4,
22610893,153  2C - Entire 1 BR apartment near NYC and EWR,24815236,Mario,,West,40.7408,-74.22709,Entire home/apt,1050,7,17,2021-01-26,0.32,53,365,0,
22675303,"Lovely 2 bedroom near PRU, EWR, NYC, Rutgers, NJIT",37345383,Jermaine,,Central,40.73108,-74.18891,Entire home/apt,104,3,7,2022-07-25,0.13,11,105,5,
23945240,Beautiful and Comfortable Home Away from Home,180030556,Ana & Bruno,,East,40.72295,-74.16891,Entire home/apt,200,2,297,2022-09-12,5.45,2,321,36,
24182999,Taste the Culture of the Ironbound,174276168,Francesca,,East,40.73018,-74.15564,Entire home/apt,321,3,121,2022-09-24,2.23,2,342,22,
24827226,Private stay at Newark Close to EWR & NYC,187688109,Belal,,Central,40.75056,-74.18598,Entire home/apt,59,1,39,2020-02-26,0.73,1,0,0,
24919557,Large 1BR 1Bath Apt close to Path Train/NYC/EWR,148995953,Carolyn,,Central,40.7277,-74.17468,Entire home/apt,85,28,36,2022-06-30,0.67,3,320,6,
25083208,Studio Unit Outside of New York City,155967717,Ray,,East,40.72134,-74.14895,Entire home/apt,60,5,51,2022-09-20,0.97,3,4,20,
25262069,Cozy Townhouse features 2 Private Rooms  & 1 Bath,190853040,Shariefah & Eve,,Central,40.75263,-74.16971,Private room,94,2,15,2019-11-04,0.33,1,309,0,
25337354,"Lovely Home, cozy rm, great location near EWR",116284956,Louis,,South,40.70226,-74.21027,Private room,66,1,134,2022-09-13,2.64,2,348,46,
25504911,Private room in spacious new age apartment,90858487,Latoya,,North,40.76622,-74.16098,Private room,58,1,6,2018-11-13,0.11,1,0,0,
25613205,Colonial Home Next to EWR and NYC! Best Deal #1,120596934,Patrick,,South,40.71008,-74.19915,Private room,40,1,15,2022-09-08,0.29,5,1,8,
26007559,#2 Your place to visit EWR airport 3.2 mile,73860334,Anna,,Central,40.73751,-74.19556,Private room,45,2,110,2022-09-13,2.1,12,91,29,
26221596,"Room close to NYC, Predential Ctr & Penn Station",87408813,Mbah,,South,40.71894,-74.20068,Private room,199,1,18,2019-04-30,0.35,1,179,0,
